Data: time (UT sec of day),lat,lon,alt(m),reduced chi^2,P(dBW),mask
26154.365419939,31.35908605,-100.28469975,16766.61,0.08,9.1,0xb2a
26154.378504553,31.3023336,-100.20708215,15939.33,0.0,10.6,0xb2a
26154.403529877,31.39883348,-100.33055376,13417.57,0.05,12.6,0xb2a
26154.409431684,31.31676312,-100.18291795,12981.05,0.03,12.4,0xb6a
26154.420029369,33.89510624,-101.83077106,17270.18,1.62,-6.9,0x2e2
26154.482655259,31.63575382,-99.83514436,8295.51,0.04,10.6,0x32a
26154.488771682,31.63062048,-99.83675175,13768.26,0.05,6.8,0xb0a
26154.492071446,31.3482933,-100.14226081,9833.44,0.13,11.8,0x32a
26154.496090661,31.39240795,-100.17447902,10273.09,0.4,12.8,0xa6a
26154.525361104,31.26229142,-100.18121753,11380.93,0.28,8.5,0x32a
26154.529598939,31.37498112,-100.14023001,10162.64,0.07,21.1,0x86a
26154.537394049,31.35070639,-100.12028892,47536.4,1.84,13.6,0xa2a
26154.557500506,31.32912348,-100.10198052,15941.72,0.32,16.2,0xb6e
26154.562409661,31.31837372,-100.09939038,16438.86,0.01,21.4,0xb2a
26154.570924546,31.40532701,-100.1369551,15235.3,0.18,10.6,0xb2a
26154.598425502,33.77575553,-101.92623521,10612.21,0.59,-16.7,0x70a
26154.613245436,31.55087199,-100.23391765,13534.44,0.28,14.2,0x36e
26154.613801769,31.25948506,-100.20837901,13803.71,1.36,7.1,0xb0a
26154.618530178,31.22630014,-100.21657276,16844.28,0.0,12.5,0x32a
26154.61938374,33.76338138,-101.67379583,14128.67,0.01,-14.3,0xb82
26154.621387537,31.20912713,-100.12929389,17056.36,0.26,16.1,0xb68
26154.621445363,31.13573814,-100.08088556,19824.85,0.17,11.5,0xb22
26154.651745446,31.23761422,-100.19999282,16589.79,0.26,12.4,0xb2a
26154.66305663,31.47221028,-100.09512599,14608.7,0.0,9.2,0x32a
26154.672996283,31.2286156,-100.25186132,13087.43,0.15,19.3,0x96a
26154.681721114,31.26583574,-100.29196311,18501.53,0.1,10.2,0xb2a
26154.690531111,31.20744791,-100.21883433,17004.2,0.05,7.0,0xb0a
26154.698852401,31.25384884,-100.29529866,12035.53,0.01,11.8,0xb6a
26154.700892332,31.26086465,-100.27152765,15823.17,0.0,8.9,0x32a
26154.706359327,31.28769393,-100.2894667,14102.77,0.63,14.1,0xb2a
26154.718578091,31.24338073,-100.25633651,17787.31,0.0,9.0,0x32a
26154.722407459,31.27431441,-100.27413615,14885.32,0.03,9.8,0xb2a
26154.729169229,31.29282109,-100.28634622,12958.2,0.01,15.2,0xb6a
26154.738296137,31.26299071,-100.32393124,8308.66,0.71,12.3,0xb2a
26154.752538011,31.30663611,-100.35474133,12679.22,1.12,13.6,0xb6a
26154.985324098,33.59189729,-101.73778096,20635.71,1.14,-6.0,0x8ac
26156.051958646,33.18554602,-98.24269059,16951.37,0.46,12.2,0x32a
26156.103531653,33.17229062,-98.17813415,19562.89,1.09,11.9,0xb2a
26156.935288662,33.38988636,-101.81227509,32672.9,1.05,-7.4,0x86a
26158.286494539,33.17886584,-98.26164716,13605.07,0.09,13.7,0xb2a
26158.343840497,34.18733295,-101.70339928,39896.08,0.99,1.6,0x09e
26158.833537498,34.07007227,-101.87693164,54635.05,0.5,5.2,0x994
26160.059606611,33.70219681,-101.69827665,38933.23,0.04,0.6,0x946
26161.117790448,32.00732787,-99.26483776,9885.14,0.45,17.3,0xb26
26161.162467092,32.04240068,-99.222397,8993.33,0.14,12.1,0x32a
26161.174900121,32.06703206,-99.26286181,13177.1,0.79,14.6,0xb2a
26161.237916024,31.95896072,-99.18377215,10573.25,0.3,13.3,0x32a
